"No.","Time","Source","Destination","Protocol","Length","Info"
"2042","5.486423000","10.0.130.172","255.255.255.255","UDP","1195","Source port: 1977  Destination port: 2012"
"2046","5.490345000","10.0.130.114","255.255.255.255","UDP","1178","Source port: 1977  Destination port: 2012"
"2047","5.491256000","192.168.14.22","255.255.255.255","UDP","1162","Source port: 1977  Destination port: 2012"
"2048","5.493295000","10.0.130.39","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"2049","5.493741000","10.0.130.61","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"2050","5.494256000","10.0.128.21","255.255.255.255","UDP","1203","Source port: 1977  Destination port: 2012"
"2051","5.494816000","10.0.130.8","255.255.255.255","UDP","1253","Source port: 1977  Destination port: 2012"
"2052","5.495036000","10.0.130.75","255.255.255.255","UDP","1154","Source port: 1977  Destination port: 2012"
"2053","5.496245000","10.0.130.68","255.255.255.255","UDP","1155","Source port: 1977  Destination port: 2012"
"2055","5.497404000","10.0.128.81","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"2056","5.497897000","10.0.130.95","255.255.255.255","UDP","1260","Source port: 1977  Destination port: 2012"
"2057","5.498088000","192.168.14.160","255.255.255.255","UDP","1134","Source port: 1977  Destination port: 2012"
"2059","5.502224000","10.0.128.73","255.255.255.255","UDP","1208","Source port: 1977  Destination port: 2012"
"2060","5.502577000","10.0.130.199","255.255.255.255","UDP","1204","Source port: 1977  Destination port: 2012"
"2061","5.502577000","10.0.128.228","255.255.255.255","UDP","1129","Source port: 1977  Destination port: 2012"
"2062","5.502872000","0.0.0.0","255.255.255.255","UDP","1094","Source port: 1977  Destination port: 2012"
"2063","5.503806000","10.0.128.138","255.255.255.255","UDP","1130","Source port: 1977  Destination port: 2012"
"2064","5.504306000","10.0.130.57","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"2065","5.504486000","10.0.130.171","255.255.255.255","UDP","1158","Source port: 1977  Destination port: 2012"
"2066","5.504666000","192.168.14.31","255.255.255.255","UDP","1162","Source port: 1977  Destination port: 2012"
"2067","5.505550000","10.0.130.231","255.255.255.255","UDP","1200","Source port: 1977  Destination port: 2012"
"2068","5.506190000","10.0.130.94","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"2069","5.507767000","10.0.130.208","255.255.255.255","UDP","1200","Source port: 1977  Destination port: 2012"
"2070","5.508528000","10.0.128.78","255.255.255.255","UDP","1207","Source port: 1977  Destination port: 2012"
"2071","5.509010000","10.0.130.70","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"2072","5.509390000","10.0.129.206","255.255.255.255","UDP","1214","Source port: 1977  Destination port: 2012"
"2073","5.510036000","10.0.130.167","255.255.255.255","UDP","1182","Source port: 1977  Destination port: 2012"
"2074","5.511908000","10.0.128.130","255.255.255.255","UDP","1181","Source port: 1977  Destination port: 2012"
"2075","5.512802000","10.0.128.124","255.255.255.255","UDP","1207","Source port: 1977  Destination port: 2012"
"2076","5.513445000","10.0.128.174","255.255.255.255","UDP","1199","Source port: 1977  Destination port: 2012"
"2078","5.515672000","10.0.130.205","255.255.255.255","UDP","1171","Source port: 1977  Destination port: 2012"
"2079","5.516275000","10.0.130.71","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"2080","5.518848000","10.0.130.198","255.255.255.255","UDP","1155","Source port: 1977  Destination port: 2012"
"2081","5.520865000","10.0.129.63","255.255.255.255","UDP","1210","Source port: 1977  Destination port: 2012"
"2082","5.523988000","10.0.129.165","255.255.255.255","UDP","1222","Source port: 1977  Destination port: 2012"
"2083","5.525380000","10.0.128.80","255.255.255.255","UDP","1260","Source port: 1977  Destination port: 2012"
"2084","5.526605000","10.0.130.21","255.255.255.255","UDP","1155","Source port: 1977  Destination port: 2012"
"2085","5.528494000","10.0.130.2","255.255.255.255","UDP","1253","Source port: 1977  Destination port: 2012"
"2086","5.528688000","10.0.130.169","255.255.255.255","UDP","1207","Source port: 1977  Destination port: 2012"
"2088","5.530238000","10.0.130.108","255.255.255.255","UDP","1256","Source port: 1977  Destination port: 2012"
"2090","5.531880000","10.0.129.163","255.255.255.255","UDP","1188","Source port: 1977  Destination port: 2012"
"2091","5.533530000","10.0.130.55","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"2092","5.535365000","10.0.130.196","255.255.255.255","UDP","1155","Source port: 1977  Destination port: 2012"
"2094","5.537169000","10.0.128.45","255.255.255.255","UDP","1168","Source port: 1977  Destination port: 2012"
"2095","5.538271000","10.0.130.30","255.255.255.255","UDP","1129","Source port: 1977  Destination port: 2012"
"2096","5.538543000","10.0.130.89","255.255.255.255","UDP","1124","Source port: 1977  Destination port: 2012"
"2098","5.540716000","10.0.129.164","255.255.255.255","UDP","1154","Source port: 1977  Destination port: 2012"
"2100","5.543125000","192.168.14.161","255.255.255.255","UDP","1132","Source port: 1977  Destination port: 2012"
"2101","5.546816000","10.0.130.96","255.255.255.255","UDP","1181","Source port: 1977  Destination port: 2012"
"2102","5.547190000","10.0.130.197","255.255.255.255","UDP","1153","Source port: 1977  Destination port: 2012"
"2103","5.548253000","10.0.130.66","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"2105","5.548799000","10.0.130.62","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"2107","5.549373000","10.0.128.126","255.255.255.255","UDP","1182","Source port: 1977  Destination port: 2012"
"2108","5.552685000","10.0.130.118","255.255.255.255","UDP","1161","Source port: 1977  Destination port: 2012"
"2109","5.554208000","10.0.130.207","255.255.255.255","UDP","1158","Source port: 1977  Destination port: 2012"
"2110","5.554210000","10.0.130.201","255.255.255.255","UDP","1205","Source port: 1977  Destination port: 2012"
"2111","5.554212000","192.168.14.23","255.255.255.255","UDP","1161","Source port: 1977  Destination port: 2012"
"2113","5.555155000","10.0.130.69","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"2114","5.556373000","10.0.128.99","255.255.255.255","UDP","1155","Source port: 1977  Destination port: 2012"
"2115","5.557284000","10.0.130.211","255.255.255.255","UDP","1188","Source port: 1977  Destination port: 2012"
"2116","5.559127000","192.168.14.34","255.255.255.255","UDP","1162","Source port: 1977  Destination port: 2012"
"2117","5.560188000","10.0.130.210","255.255.255.255","UDP","1131","Source port: 1977  Destination port: 2012"
"2118","5.560413000","10.0.128.202","255.255.255.255","UDP","1261","Source port: 1977  Destination port: 2012"
"2119","5.560415000","10.0.130.112","255.255.255.255","UDP","1187","Source port: 1977  Destination port: 2012"
"2120","5.560972000","10.0.130.38","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"2121","5.561668000","10.0.128.54","255.255.255.255","UDP","1123","Source port: 1977  Destination port: 2012"
"2122","5.562916000","10.0.130.59","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"2123","5.564063000","10.0.130.40","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"2124","5.565361000","10.0.128.38","255.255.255.255","UDP","1258","Source port: 1977  Destination port: 2012"
"2125","5.565582000","10.0.130.65","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"2126","5.565804000","192.168.14.26","255.255.255.255","UDP","1163","Source port: 1977  Destination port: 2012"
"2127","5.566026000","10.0.130.67","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"2129","5.567831000","10.0.130.9","255.255.255.255","UDP","1250","Source port: 1977  Destination port: 2012"
"2132","5.568520000","10.0.130.73","255.255.255.255","UDP","1152","Source port: 1977  Destination port: 2012"
"2133","5.568523000","10.0.130.203","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"2134","5.569686000","10.0.130.58","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"2135","5.570069000","10.0.130.213","255.255.255.255","UDP","1209","Source port: 1977  Destination port: 2012"
"2136","5.570832000","10.0.130.113","255.255.255.255","UDP","1178","Source port: 1977  Destination port: 2012"
"2137","5.573305000","10.0.130.56","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"2138","5.573516000","10.0.130.60","255.255.255.255","UDP","1159","Source port: 1977  Destination port: 2012"
"2139","5.573982000","10.0.130.74","255.255.255.255","UDP","1152","Source port: 1977  Destination port: 2012"
"2141","5.575154000","10.0.128.236","255.255.255.255","UDP","1260","Source port: 1977  Destination port: 2012"
"2144","5.576582000","10.0.130.170","255.255.255.255","UDP","1214","Source port: 1977  Destination port: 2012"
"2145","5.576585000","10.0.128.180","255.255.255.255","UDP","1197","Source port: 1977  Destination port: 2012"
"2146","5.576905000","10.0.130.202","255.255.255.255","UDP","1206","Source port: 1977  Destination port: 2012"
"2147","5.577802000","10.0.128.122","255.255.255.255","UDP","1278","Source port: 1977  Destination port: 2012"
"2149","5.579668000","10.0.130.212","255.255.255.255","UDP","1186","Source port: 1977  Destination port: 2012"
"2150","5.579873000","10.0.129.59","255.255.255.255","UDP","1128","Source port: 1977  Destination port: 2012"
"2151","5.579876000","10.0.130.224","255.255.255.255","UDP","1206","Source port: 1977  Destination port: 2012"
"2152","5.581324000","10.0.130.117","255.255.255.255","UDP","1161","Source port: 1977  Destination port: 2012"
"2153","5.581601000","10.0.128.237","255.255.255.255","UDP","1207","Source port: 1977  Destination port: 2012"
"2154","5.582792000","10.0.130.92","255.255.255.255","UDP","1206","Source port: 1977  Destination port: 2012"
"2155","5.583698000","10.0.130.209","255.255.255.255","UDP","1180","Source port: 1977  Destination port: 2012"
"2156","5.583899000","10.0.130.90","255.255.255.255","UDP","1176","Source port: 1977  Destination port: 2012"
"2158","5.585470000","10.0.128.175","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"2159","5.587566000","10.0.130.72","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"2160","5.587923000","10.0.130.173","255.255.255.255","UDP","1211","Source port: 1977  Destination port: 2012"
"2161","5.588324000","10.0.130.100","255.255.255.255","UDP","1128","Source port: 1977  Destination port: 2012"
"2162","5.589298000","10.0.128.114","255.255.255.255","UDP","1202","Source port: 1977  Destination port: 2012"
"2163","5.589499000","192.168.14.24","255.255.255.255","UDP","1163","Source port: 1977  Destination port: 2012"
"2164","5.590827000","10.0.128.172","255.255.255.255","UDP","1267","Source port: 1977  Destination port: 2012"
"2165","5.590830000","10.0.130.4","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"2166","5.591027000","10.0.130.204","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"2167","5.591604000","10.0.130.32","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"2168","5.592216000","10.0.130.168","255.255.255.255","UDP","1207","Source port: 1977  Destination port: 2012"
"2169","5.592418000","10.0.128.36","255.255.255.255","UDP","1203","Source port: 1977  Destination port: 2012"
"2170","5.594359000","10.0.130.232","255.255.255.255","UDP","1190","Source port: 1977  Destination port: 2012"
"2171","5.595977000","192.168.14.33","255.255.255.255","UDP","1163","Source port: 1977  Destination port: 2012"
"2173","5.596183000","10.0.130.175","255.255.255.255","UDP","1209","Source port: 1977  Destination port: 2012"
"2175","5.598342000","10.0.130.114","255.255.255.255","UDP","1178","Source port: 1977  Destination port: 2012"
"2177","5.599571000","10.0.130.172","255.255.255.255","UDP","1195","Source port: 1977  Destination port: 2012"
"2180","5.600362000","10.0.129.169","255.255.255.255","UDP","1150","Source port: 1977  Destination port: 2012"
"2181","5.601336000","10.0.128.21","255.255.255.255","UDP","1203","Source port: 1977  Destination port: 2012"
"2182","5.601537000","192.168.14.160","255.255.255.255","UDP","1134","Source port: 1977  Destination port: 2012"
"2184","5.605872000","10.0.130.8","255.255.255.255","UDP","1253","Source port: 1977  Destination port: 2012"
"2185","5.606568000","192.168.14.22","255.255.255.255","UDP","1162","Source port: 1977  Destination port: 2012"
"2186","5.606914000","10.0.130.61","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"2187","5.607458000","10.0.128.81","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"2188","5.608118000","10.0.130.39","255.255.255.255","UDP","1157","Source port: 1977  Destination port: 2012"
"2189","5.608603000","10.0.130.68","255.255.255.255","UDP","1155","Source port: 1977  Destination port: 2012"
"2190","5.608845000","10.0.128.73","255.255.255.255","UDP","1208","Source port: 1977  Destination port: 2012"
"2191","5.609568000","10.0.128.228","255.255.255.255","UDP","1129","Source port: 1977  Destination port: 2012"
"2192","5.611679000","10.0.130.199","255.255.255.255","UDP","1204","Source port: 1977  Destination port: 2012"
"2193","5.611878000","10.0.128.138","255.255.255.255","UDP","1130","Source port: 1977  Destination port: 2012"
"2194","5.612878000","10.0.130.95","255.255.255.255","UDP","1260","Source port: 1977  Destination port: 2012"
"2195","5.615300000","10.0.130.57","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"2196","5.617005000","10.0.130.231","255.255.255.255","UDP","1200","Source port: 1977  Destination port: 2012"
"2197","5.617800000","10.0.130.171","255.255.255.255","UDP","1158","Source port: 1977  Destination port: 2012"
"2198","5.617801000","10.0.130.208","255.255.255.255","UDP","1200","Source port: 1977  Destination port: 2012"
"2199","5.617804000","192.168.14.31","255.255.255.255","UDP","1162","Source port: 1977  Destination port: 2012"
"2200","5.618190000","10.0.130.94","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"2202","5.619904000","10.0.128.130","255.255.255.255","UDP","1181","Source port: 1977  Destination port: 2012"
"2204","5.620816000","10.0.130.70","255.255.255.255","UDP","1156","Source port: 1977  Destination port: 2012"
"2205","5.621059000","10.0.130.167","255.255.255.255","UDP","1182","Source port: 1977  Destination port: 2012"
"2206","5.621539000","10.0.128.78","255.255.255.255","UDP","1207","Source port: 1977  Destination port: 2012"
"2208","5.622705000","0.0.0.0","255.255.255.255","UDP","1094","Source port: 1977  Destination port: 2012"
